minute,heating,ac,water_heating,ev,dishwasher,oven,clothes_washer_dryer
1.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
2.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
3.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
4.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
5.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
6.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
7.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
8.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
9.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
10.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
11.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
12.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
13.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
14.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
15.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
16.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
17.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
18.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
19.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
20.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
21.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
22.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
23.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
24.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
25.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
26.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
27.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
28.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
29.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
30.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
31.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
32.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
33.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
34.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
35.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
36.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
37.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
38.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
39.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
40.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
41.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
42.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
43.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
44.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
45.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
46.0,0.012208333333333300,0.00558,0.0038483333333333300,0.016167492173333300,0.0033333333333333300,0.0,0.0024933333333333300
